x:image,y:label,y'__0,y'__1,y'__2,y'__3,y'__4,y'__5,y'__6,y'__7,y'__8,y'__9
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\5\23.png,5,8.8772616e-16,2.2508852e-16,2.6334748e-12,9.849105e-07,2.4414787e-15,0.99999905,1.0609645e-11,4.147174e-15,1.1774513e-11,1.6270173e-08
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\4\24.png,4,3.3388114e-09,3.3080944e-08,1.4635773e-08,2.8012141e-09,0.9999615,1.2747306e-07,6.819768e-09,3.457335e-06,3.896238e-08,3.4930665e-05
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\0\25.png,0,0.9998902,1.396352e-15,2.92617e-05,4.879636e-11,4.966411e-09,2.8611858e-11,7.697808e-05,4.6557775e-09,3.4207603e-06,6.4115156e-08
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\7\26.png,7,1.16888e-07,1.2960996e-09,2.837395e-06,1.3440332e-06,5.3741513e-09,1.4782603e-08,3.4064175e-15,0.9999913,3.0452287e-11,4.3902537e-06
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\4\27.png,4,1.6023966e-15,6.189227e-13,1.698233e-12,2.4129945e-12,1.0,2.6801183e-11,2.5147348e-14,1.1399474e-10,1.2358438e-11,5.849525e-09
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\0\28.png,0,0.9998889,1.4676239e-13,0.00011108397,8.390328e-09,3.1970246e-13,8.24704e-09,2.3394875e-10,1.4572122e-08,2.4389089e-09,5.4841656e-09
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\1\29.png,1,2.3993874e-07,0.9992331,4.945015e-05,1.8226703e-05,0.00043811701,3.7982893e-05,1.3605302e-07,0.0001478346,6.5438864e-05,9.572974e-06
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\3\30.png,3,1.2712707e-15,2.6495758e-15,3.5031488e-11,1.0,3.012685e-17,6.226448e-11,6.258609e-22,3.991326e-10,2.1467257e-13,3.3610206e-10
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\1\31.png,1,1.7204154e-07,0.9954661,1.0883884e-05,0.00021991914,0.0019056972,0.0003204865,2.1887034e-07,0.0014854873,0.0002960792,0.00029494206
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\3\32.png,3,1.4835342e-17,1.822255e-15,1.8026528e-09,1.0,9.850101e-18,1.8238506e-08,7.721795e-18,4.279034e-12,4.7766405e-12,2.0314093e-13
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\4\33.png,4,2.6013067e-05,4.921401e-08,1.9712488e-05,3.7698434e-12,0.9999541,2.190793e-11,1.5335083e-07,2.664685e-10,1.3948902e-10,4.0573184e-11
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\7\34.png,7,1.3796049e-10,4.4780464e-09,7.069997e-06,0.00067353365,1.0775352e-12,1.195424e-12,1.9514496e-17,0.99931943,1.907486e-08,1.0951681e-08
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\2\35.png,2,2.4592056e-12,4.515978e-06,0.99999547,8.676253e-09,3.7772418e-15,3.8089297e-15,1.2123134e-16,2.0378296e-10,5.5571425e-10,1.7217997e-12
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\7\36.png,7,1.9701087e-10,1.7434165e-10,9.5289965e-05,3.0892504e-06,1.1818245e-12,2.9924108e-12,6.1659254e-17,0.99990165,6.561432e-12,7.8172855e-09
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\1\37.png,1,3.3725033e-07,0.99964786,2.4054075e-06,5.813115e-07,7.536977e-05,1.8287434e-05,4.3938755e-08,0.00018090013,6.6348366e-05,8.024742e-06
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\2\38.png,2,1.2539988e-05,7.76185e-06,0.9999769,3.9110722e-07,2.091834e-14,3.2297743e-12,9.660394e-10,4.789597e-07,2.0201646e-06,2.1919381e-11
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\1\39.png,1,7.107141e-07,0.99984944,4.4313873e-07,9.454631e-06,6.679095e-05,3.00801e-07,1.1930138e-05,2.0728792e-05,3.4474902e-05,5.749079e-06
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\1\40.png,1,2.0418674e-05,0.99540734,0.00018326123,0.0001733741,0.00030531062,0.0003670547,0.00020630214,0.002397336,0.00054914,0.00039055033
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\7\41.png,7,6.6403225e-09,5.8657587e-08,0.0013098476,0.0012697547,1.6701691e-09,8.9397245e-09,1.1841458e-14,0.9974203,1.678433e-10,2.3946312e-08
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\4\42.png,4,9.513511e-13,1.05638584e-07,2.936452e-14,3.1618697e-10,0.9998739,7.2422215e-09,4.4315562e-10,7.498477e-07,1.6445087e-08,0.0001253232
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\2\43.png,2,9.756321e-10,0.0001176657,0.9997719,2.035704e-06,5.8899182e-05,7.651204e-08,4.246293e-06,4.273209e-05,2.3397583e-06,2.2638707e-12
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\3\44.png,3,3.093406e-14,1.7176825e-10,1.4106969e-07,0.99999595,2.915395e-11,3.8974204e-06,7.4316757e-13,1.5541435e-09,7.1538986e-10,1.515856e-09
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\5\45.png,5,8.6917157e-10,4.3218627e-12,1.1520374e-11,1.8105878e-06,3.503663e-13,0.99999714,1.0095303e-06,4.3826318e-10,9.42201e-08,5.6426675e-08
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\1\46.png,1,1.9557093e-10,0.9994554,6.988363e-05,5.008271e-05,0.00024016375,3.314201e-05,1.1461296e-09,3.1600102e-06,0.00014677864,1.3022816e-06
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\2\47.png,2,2.0821124e-10,1.5731155e-10,0.99999917,5.733069e-08,2.138771e-09,2.4508282e-12,1.9167851e-11,1.190252e-11,7.893491e-07,9.712659e-13
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\4\48.png,4,4.466144e-13,1.4951437e-09,1.572813e-10,1.3924907e-08,0.999498,8.320725e-07,1.8611666e-12,7.118094e-08,2.2865896e-07,0.0005007795
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\4\49.png,4,5.3830296e-13,6.248403e-13,2.2765754e-14,3.0141352e-12,0.999998,8.970373e-12,1.7834963e-10,4.1412834e-10,1.1276441e-11,2.0734826e-06
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\6\50.png,6,2.9578652e-07,1.5979373e-09,3.7640518e-10,3.946915e-09,1.263442e-11,1.05670615e-05,0.99998915,2.4453918e-12,1.17660175e-08,2.4406575e-12
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\3\51.png,3,2.769803e-14,3.0526907e-12,1.8983028e-06,0.99999785,5.696164e-16,1.10107e-08,2.6603597e-20,2.885172e-07,1.8481827e-10,3.3202044e-13
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\5\52.png,5,2.1776503e-13,1.6202511e-16,5.086958e-11,2.9211418e-07,1.4164378e-13,0.9999995,2.6692645e-12,5.1673736e-14,2.2050257e-10,1.8725784e-07
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\5\53.png,5,2.7794084e-10,4.0488564e-09,6.1922605e-09,2.31487e-05,5.950857e-10,0.9999062,1.1953938e-08,2.8831172e-07,1.7137424e-06,6.875361e-05
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\6\54.png,6,1.5704968e-09,4.6262674e-13,2.1671892e-12,7.9495065e-12,7.1499306e-13,4.1427782e-07,0.99999964,4.9547755e-17,1.9896724e-09,3.2734111e-15
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\0\55.png,0,0.99996865,5.080775e-09,2.8553157e-05,6.785008e-12,5.368208e-10,1.1906097e-09,4.2396442e-07,6.4780966e-07,3.5757097e-07,1.3253407e-06
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\4\56.png,4,3.381408e-15,7.7504545e-13,9.60408e-15,4.4140442e-14,1.0,1.575534e-10,6.0337694e-13,2.2369642e-09,4.9579472e-12,1.2533617e-09
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\1\57.png,1,7.835428e-07,0.9991654,1.2314151e-05,6.786371e-06,0.00010959314,2.3468317e-07,8.782417e-06,0.00063538586,5.835137e-05,2.423263e-06
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\9\58.png,9,1.0950576e-10,2.8269225e-17,2.0355817e-09,4.6371684e-09,2.4275464e-06,5.7540683e-09,2.3733841e-14,5.977934e-09,4.995742e-09,0.9999975
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\5\59.png,5,2.9176843e-07,1.2596386e-10,1.1933875e-09,5.717001e-07,4.5563309e-07,0.9994916,3.3805264e-08,5.4016073e-06,1.9070645e-05,0.00048261596
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\7\60.png,7,1.3806218e-11,7.9154836e-14,1.99165e-09,5.216896e-07,1.2648423e-13,1.2985151e-09,6.893673e-19,0.9999993,9.972879e-14,1.8229373e-07
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\8\61.png,8,6.497088e-12,7.213161e-12,0.000100828074,5.4390905e-05,7.712897e-11,4.5653396e-06,5.0488728e-11,3.2342704e-10,0.9998392,9.392556e-07
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\9\62.png,9,1.8770087e-06,4.4806208e-09,7.2039984e-07,9.809352e-06,9.818923e-07,0.16642565,6.4352535e-06,0.00017254982,0.0016168418,0.8317651
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\3\63.png,3,9.845843e-13,3.7391352e-13,1.2479993e-05,0.99998283,1.789485e-12,3.9085113e-09,2.0196037e-16,1.444005e-07,1.0159476e-07,4.4274943e-06
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\7\64.png,7,1.3321125e-15,8.247114e-15,1.7824024e-07,1.129905e-05,3.0660866e-10,5.4548477e-11,1.4012036e-19,0.99998856,4.0144518e-10,8.239803e-11
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\4\65.png,4,7.6472455e-09,2.7874808e-06,1.5986286e-06,4.563262e-05,0.9947425,0.00075525005,5.4971676e-09,7.418414e-05,2.3326787e-05,0.0043545985
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\6\66.png,6,9.654986e-05,6.940811e-10,1.2169171e-09,1.0328629e-09,2.024927e-08,6.2178685e-07,0.9999027,6.9206745e-11,1.5932906e-07,2.1589472e-08
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\4\67.png,4,1.9450516e-11,2.4539415e-10,2.1582796e-11,4.9169085e-10,0.9999918,2.9564147e-09,6.2362585e-12,2.0334408e-08,7.766814e-10,8.197526e-06
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\3\68.png,3,8.896715e-19,7.519742e-16,1.0030886e-12,1.0,8.2488276e-19,2.834247e-12,6.878901e-23,1.0496085e-09,1.9965622e-12,3.9512902e-12
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\0\69.png,0,0.99998057,1.1376471e-13,1.5609525e-05,3.060666e-12,1.6345274e-11,1.9672132e-08,9.3664696e-08,4.3567825e-09,4.3710266e-08,3.7237778e-06
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\7\70.png,7,3.6970862e-06,5.6674695e-13,1.6311953e-05,0.00028869652,6.9114536e-12,1.411939e-07,5.6802123e-15,0.99967635,5.043274e-12,1.480463e-05
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\0\71.png,0,1.0,2.8484574e-19,4.0564117e-08,7.242456e-17,4.908884e-20,1.2566235e-14,1.0779972e-09,7.345373e-14,8.139362e-12,2.825635e-10
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\2\72.png,2,2.3295574e-06,1.0343934e-10,0.99999726,2.435501e-07,5.761566e-17,6.182706e-14,2.7541725e-13,1.3751801e-07,3.2308616e-09,4.5403277e-12
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\9\73.png,9,3.1446626e-07,4.0105783e-07,0.0007028653,0.0001157322,1.4916483e-05,2.78474e-08,1.8881553e-13,0.0012428887,0.04222617,0.95569676
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\1\74.png,1,9.0287244e-08,0.99956566,1.12436744e-07,5.578173e-07,0.0002515605,2.1743243e-05,4.225091e-07,0.00010416193,4.6335095e-05,9.306607e-06
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\7\75.png,7,3.4187988e-15,2.1241942e-11,9.263592e-09,7.3236544e-07,2.3788614e-08,1.1054585e-09,2.6360104e-18,0.9999993,5.2234272e-11,1.0863192e-08
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\3\76.png,3,1.3393383e-14,3.7828714e-13,1.1698e-09,0.9999999,5.0549546e-15,1.7338208e-07,5.0398037e-14,9.0985455e-11,6.977006e-10,7.973844e-10
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\2\77.png,2,3.424401e-08,4.8160325e-09,0.99990296,7.577477e-07,5.153674e-11,6.091083e-11,7.079833e-16,9.6342104e-05,2.6842195e-09,1.9314884e-08
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\9\78.png,9,9.696866e-09,1.4437628e-06,1.1053343e-06,5.5177206e-05,0.0010235943,5.2013e-07,1.5515178e-09,7.433822e-06,0.0021225463,0.99678814
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\7\79.png,7,1.4323232e-08,2.0956811e-08,0.0004567471,0.0037276514,1.3959181e-08,3.2857994e-09,2.509041e-18,0.99540174,8.72062e-08,0.00041365984
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\7\80.png,7,3.4370153e-08,5.215136e-08,6.2041075e-09,1.2312786e-08,1.27920275e-05,2.5696792e-07,1.9483913e-14,0.9990428,2.4574302e-08,0.00094409473
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\6\81.png,6,2.1425404e-07,1.0096674e-08,5.3602296e-08,7.5238576e-10,4.609468e-12,1.11476254e-07,0.9999871,5.2748243e-11,1.254855e-05,6.2906577e-12
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\2\82.png,2,2.5251778e-15,1.8239158e-09,1.0,1.0902545e-10,2.766191e-15,3.4337763e-17,4.299271e-17,2.4425145e-08,1.8122633e-10,9.217268e-19
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\7\83.png,7,2.2724797e-10,4.0300496e-09,2.8316458e-09,7.8017294e-08,2.843173e-09,2.3344776e-10,3.1527903e-16,0.99999964,2.0960985e-11,2.5882352e-07
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\8\84.png,8,3.4988584e-13,6.015072e-10,1.0761987e-07,5.965691e-06,1.5342099e-06,2.6216367e-07,2.693258e-07,5.9378663e-10,0.99999046,1.4699816e-06
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\4\85.png,4,4.3747696e-13,8.367869e-11,2.754106e-13,3.1439715e-11,0.9999999,3.4339078e-09,3.7292864e-12,9.061325e-08,7.4669645e-11,2.8420895e-09
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\7\86.png,7,1.3606204e-09,5.443084e-07,8.585616e-06,0.00018367977,2.5621718e-11,5.492286e-11,7.973084e-18,0.9998056,4.28557e-08,1.497096e-06
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\3\87.png,3,3.1774745e-15,3.2880497e-12,4.31652e-06,0.9999931,8.273917e-12,3.1645468e-09,2.7656405e-14,2.5768732e-06,2.1046238e-09,5.4476566e-11
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\6\88.png,6,4.680151e-09,5.2791094e-11,1.5107236e-10,3.949455e-14,3.6688833e-10,4.640542e-09,1.0,4.941737e-12,1.2628733e-10,6.5183537e-16
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\1\89.png,1,5.406666e-07,0.9988398,1.3833324e-05,8.799141e-05,0.00022243713,2.1931376e-06,0.000114056595,0.00069575047,2.0778758e-05,2.5867068e-06
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\3\90.png,3,1.0895274e-13,1.2928379e-15,2.8741204e-10,1.0,3.4605838e-20,7.1327955e-10,3.824943e-18,6.7947787e-12,2.0153337e-11,5.5370963e-10
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\6\91.png,6,3.9859144e-11,1.5081308e-12,1.174366e-11,3.5915984e-10,6.7272698e-12,9.946548e-08,0.9999999,9.83029e-16,4.5941477e-09,6.2926484e-15
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\9\92.png,9,3.951655e-09,0.00025427394,9.529636e-07,0.001331533,0.06160331,7.5548896e-06,2.7119498e-07,0.0012705153,0.00396644,0.9315651
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\3\93.png,3,2.0761574e-12,8.057326e-10,3.1218786e-10,0.9999989,1.2327467e-11,8.446881e-08,1.8206165e-19,1.3012914e-09,2.5460742e-10,9.565224e-07
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\1\94.png,1,1.2429812e-08,0.9996061,3.6513728e-05,1.2273391e-05,0.00031664723,2.3247849e-06,3.2920575e-06,4.2174395e-07,2.1803302e-05,5.983504e-07
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\4\95.png,4,1.1670224e-08,2.5278037e-09,2.8531444e-09,6.6700366e-08,0.99979275,3.241111e-06,7.087962e-05,1.0658363e-07,1.1978665e-05,0.000120796336
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\1\96.png,1,8.407037e-07,0.9142252,0.0008151439,0.008814164,0.022907304,0.006846329,1.5997264e-08,0.036879133,0.007104643,0.0024071182
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\7\97.png,7,3.5287463e-13,2.1263538e-08,1.18628595e-05,0.00013024051,5.358367e-10,9.484065e-13,1.9891581e-14,0.999736,0.000121817444,2.0676368e-13
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\6\98.png,6,1.0486044e-05,1.4315851e-09,7.790137e-06,2.0422032e-10,8.677506e-10,0.000112282374,0.9998467,7.27058e-12,2.2822951e-05,2.2616903e-10
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\9\99.png,9,3.6030867e-09,3.8263605e-17,4.8548054e-12,9.785541e-09,4.9248547e-09,2.241438e-11,2.0208571e-15,2.110259e-08,4.036682e-09,1.0
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\6\100.png,6,6.60774e-08,2.4023514e-09,7.800379e-10,6.790074e-11,1.5505421e-09,4.437653e-06,0.99999535,1.7326886e-11,9.658739e-08,1.3338023e-11
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\0\101.png,0,0.9999987,1.8167417e-15,1.711104e-07,3.3557747e-11,8.15195e-16,2.608652e-09,2.7448263e-07,4.1022748e-11,1.44174015e-08,9.767097e-07
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\5\102.png,5,8.5536796e-16,1.4083466e-19,8.9887445e-13,2.9309484e-07,3.9790254e-18,0.99999976,3.001888e-18,7.4749316e-14,3.806005e-11,6.816569e-09
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\4\103.png,4,6.10728e-17,2.8597688e-12,5.717713e-14,8.0332415e-14,1.0,2.2085476e-12,1.9095248e-15,1.1605013e-10,1.1190128e-13,1.6349117e-11
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\9\104.png,9,1.1058989e-09,8.358954e-16,3.741067e-08,0.00013364041,5.140753e-07,0.00019415215,2.1819286e-08,3.9192795e-07,0.0012255865,0.9984457
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\9\105.png,9,4.5981167e-11,1.1835332e-17,1.7006925e-10,1.0731363e-08,1.5148926e-08,1.6696482e-09,1.6754286e-13,9.6424436e-08,1.2962569e-06,0.99999857
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\2\106.png,2,1.892221e-10,8.6059266e-14,1.0,9.005557e-11,2.3838146e-15,8.903622e-16,1.5545542e-15,4.9412854e-08,3.2677224e-08,3.745179e-14
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\1\107.png,1,1.2475462e-06,0.9997003,3.855781e-06,3.0409562e-09,1.1640553e-05,2.7714336e-08,0.00023611021,3.6163242e-06,4.3273954e-05,1.1298508e-07
