x:image,y:label,y'__0,y'__1
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\0\yaleB04_P00A+035E+65.png,0,0.999866,0.00013399693
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\1\2008_005904.png,1,0.0019728576,0.99802715
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\1\2007_005212.png,1,7.612977e-05,0.9999238
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\1\2008_006143.png,1,0.17307496,0.82692504
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\1\2007_009759.png,1,0.026075514,0.97392446
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\1\2008_001719.png,1,0.85679734,0.14320262
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\0\yaleB33_P00A+050E+00.png,0,0.9989297,0.0010702844
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\0\yaleB08_P00A+085E+20.png,0,0.9972572,0.0027428782
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\0\yaleB37_P00A+085E+20.png,0,0.95874965,0.041250292
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\1\2007_004459.png,1,2.834766e-05,0.9999716
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\1\2008_007498.png,1,0.00019536729,0.9998047
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\0\yaleB31_P00A+095E+00.png,0,0.99174327,0.008256696
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\0\yaleB36_P00A+025E+00.png,0,0.99401546,0.0059844838
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\0\yaleB07_P00A+050E+00.png,0,0.9982303,0.0017697039
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\0\yaleB19_P00A+095E+00.png,0,0.9896478,0.01035215
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\1\2007_002370.png,1,0.00016669235,0.9998332
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\0\yaleB11_P00A+005E-10.png,0,0.9937265,0.0062735076
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\1\2007_003131.png,1,0.022887452,0.97711253
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\0\yaleB18_P00A+000E+00.png,0,0.9921836,0.007816343
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\0\yaleB15_P00A+000E+90.png,0,0.99989367,0.000106368905
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\0\yaleB02_P00A+005E-10.png,0,0.9953022,0.0046978462
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\0\yaleB35_P00A+005E-10.png,0,0.9314467,0.06855329
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\0\yaleB05_P00A+110E+65.png,0,0.5637712,0.4362288
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\1\2008_008362.png,1,0.00028294334,0.99971706
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\1\2009_000409.png,1,0.055104803,0.94489527
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\1\2008_007804.png,1,0.0021187277,0.99788123
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\0\yaleB01_P00A+070E-35.png,0,0.94024426,0.05975574
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\1\2008_005678.png,1,0.11103957,0.8889605
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\0\yaleB08_P00A+050E-40.png,0,0.9350838,0.06491618
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\1\2008_002379.png,1,0.00011724165,0.9998827
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\1\2007_005878.png,1,0.123430125,0.87656987
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\0\yaleB19_P00A+000E-20.png,0,0.816677,0.18332303
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\1\2008_001971.png,1,9.025823e-07,0.99999905
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\0\yaleB25_P00A+060E+20.png,0,0.9931465,0.00685355
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\1\2007_009899.png,1,0.00016480422,0.99983513
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\1\2007_003711.png,1,0.0018339508,0.998166
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\0\yaleB32_P00A+070E+45.png,0,0.99341387,0.006586208
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\1\2009_000205.png,1,0.00010347038,0.9998965
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\0\yaleB33_P00A-020E-10.png,0,0.9569457,0.043054342
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\0\yaleB10_P00A+070E+00.png,0,0.9992281,0.0007718502
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\1\2009_000347.png,1,0.12773372,0.87226635
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\0\yaleB28_P00A+070E-35.png,0,0.9653899,0.03461013
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\0\yaleB19_P00A+010E+00.png,0,0.9997665,0.00023353499
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\0\yaleB25_P00A+070E+45.png,0,0.9883012,0.01169882
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\1\2007_006678.png,1,0.00016727143,0.99983275
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\0\yaleB02_P00A+000E-35.png,0,0.9842313,0.015768709
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\1\2007_005074.png,1,3.082679e-05,0.9999691
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\0\yaleB09_P00A+035E+15.png,0,0.99999785,2.1075857e-06
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\1\2007_006553.png,1,0.015286115,0.98471385
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\0\yaleB04_P00A+050E-40.png,0,0.7422593,0.25774065
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\0\yaleB06_P00A+050E+00.png,0,0.9996612,0.00033882807
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\0\yaleB33_P00A+035E+15.png,0,0.998516,0.0014839831
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\0\yaleB26_P00A+050E+00.png,0,0.9997801,0.00021994185
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\0\yaleB20_P00A+035E-20.png,0,0.9876695,0.012330501
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\1\2008_006553.png,1,0.00055893284,0.9994411
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\0\yaleB07_P00A-010E-20.png,0,0.4108231,0.58917695
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\1\2008_003709.png,1,2.266749e-05,0.99997735
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\0\yaleB34_P00A+085E-20.png,0,0.977967,0.022032931
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\0\yaleB23_P00A+050E-40.png,0,0.9777198,0.022280212
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\0\yaleB39_P00A-010E-20.png,0,0.90916085,0.090839125
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\1\2008_001358.png,1,0.0006320327,0.999368
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\0\yaleB06_P00A-010E-20.png,0,0.9577297,0.042270277
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\1\2008_000188.png,1,0.0785145,0.92148554
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\0\yaleB19_P00A+110E+40.png,0,0.99720687,0.0027931225
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\1\2008_005375.png,1,0.015838655,0.9841613
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\0\yaleB36_P00A+070E-35.png,0,0.9847526,0.015247367
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\0\yaleB38_P00A+095E+00.png,0,0.55673236,0.4432676
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\0\yaleB35_P00A+070E+45.png,0,0.9617463,0.03825371
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\0\yaleB37_P00A+070E-35.png,0,0.93436795,0.06563208
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\1\2008_002255.png,1,0.005992676,0.99400735
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\1\2008_006877.png,1,0.00011950942,0.99988043
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\0\yaleB29_P00A+020E-40.png,0,0.8204215,0.17957848
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\1\2008_007123.png,1,0.018742092,0.9812579
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\1\2007_004663.png,1,4.075812e-06,0.99999595
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\1\2008_003500.png,1,0.0011019744,0.998898
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\0\yaleB33_P00A-015E+20.png,0,0.99765587,0.0023441303
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\1\2007_000629.png,1,0.11330955,0.8866905
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\0\yaleB11_P00A+010E+00.png,0,0.9991386,0.00086134695
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\0\yaleB07_P00A+035E+40.png,0,0.9999819,1.8157538e-05
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\0\yaleB16_P00A+050E+00.png,0,0.99985194,0.00014803652
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\0\yaleB34_P00A+070E+45.png,0,0.9606031,0.03939683
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\1\2008_001399.png,1,7.237702e-05,0.99992764
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\1\2008_007759.png,1,1.8175366e-05,0.9999819
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\0\yaleB38_P00A+060E+20.png,0,0.9992353,0.0007647689
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\1\2008_003168.png,1,0.00024848987,0.9997515
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\1\2007_004866.png,1,0.14797531,0.8520247
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\0\yaleB11_P00A+000E+20.png,0,0.99955255,0.0004474769
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\1\2008_005714.png,1,0.0014190442,0.99858093
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\0\yaleB28_P00A+110E+65.png,0,0.11027283,0.88972723
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\1\2007_004768.png,1,0.009446529,0.99055344
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\1\2008_000123.png,1,0.004385115,0.9956149
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\0\yaleB03_P00A+095E+00.png,0,0.98174906,0.018250907
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\0\yaleB22_P00A+050E-40.png,0,0.7709795,0.22902046
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\1\2008_003415.png,1,0.25022644,0.74977356
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\1\2007_009841.png,1,0.00045528007,0.9995447
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\0\yaleB25_P00A+035E+65.png,0,0.9881216,0.01187842
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\1\2007_009348.png,1,0.0005984058,0.99940157
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\1\2008_003976.png,1,0.0014332059,0.9985668
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\0\yaleB30_P00A+085E+20.png,0,0.9884327,0.011567267
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\32_32_80_20\0\yaleB21_P00A+085E-20.png,0,0.930284,0.069715954
