x:image,y:label,y'__0,y'__1
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\1\2009_000242.png,1,0.00015617226,0.99984384
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\1\2009_000446.png,1,0.55810636,0.4418936
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\1\2007_000904.png,1,4.0472687e-06,0.99999595
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB21_P00A+020E-40.png,0,0.9875251,0.012474911
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\1\2008_006784.png,1,3.3101307e-05,0.99996686
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB37_P00A+035E+15.png,0,0.9935276,0.006472416
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB32_P00A+120E+00.png,0,0.65071046,0.34928957
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\1\2008_007804.png,1,0.0022273222,0.99777263
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB31_P00A-005E+10.png,0,0.98414654,0.015853513
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\1\2008_002464.png,1,9.2370996e-05,0.9999076
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\1\2009_000149.png,1,0.78770894,0.21229105
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB01_P00A+035E+40.png,0,0.9997521,0.00024789164
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\1\2008_001413.png,1,3.1406074e-05,0.99996865
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\1\2007_003178.png,1,0.0025857352,0.99741423
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB31_P00A+110E+40.png,0,0.9977581,0.0022419975
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB04_P00A-020E-10.png,0,0.877051,0.122949004
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB07_P00A+020E-10.png,0,0.99183923,0.008160817
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB07_P00A-035E+15.png,0,0.91511947,0.0848806
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB32_P00A+000E+45.png,0,0.90721893,0.09278105
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\1\2008_006480.png,1,0.009775956,0.99022406
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB24_P00A+085E+20.png,0,0.98798764,0.012012387
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\1\2007_006641.png,1,1.0573833e-06,0.9999989
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB35_P00A+050E-40.png,0,0.9548319,0.045168065
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\1\2008_005544.png,1,1.8718481e-06,0.9999981
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB26_P00A+070E+45.png,0,0.9970886,0.0029114694
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB23_P00A+035E-20.png,0,0.9941071,0.005892845
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\1\2009_000505.png,1,0.070432164,0.9295679
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\1\2008_001498.png,1,0.0005394218,0.99946064
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\1\2008_001610.png,1,3.8423997e-05,0.9999616
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB36_P00A+110E+65.png,0,0.97849655,0.021503476
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB16_P00A+020E+10.png,0,0.9994867,0.00051326375
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB09_P00A+000E-20.png,0,0.9909837,0.009016287
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\1\2008_004453.png,1,0.9862265,0.01377348
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB36_P00A+085E+20.png,0,0.99968505,0.00031500807
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\1\2007_005600.png,1,0.00022983234,0.9997702
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB24_P00A+010E-20.png,0,0.9887107,0.011289303
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\1\2007_002967.png,1,0.62597674,0.37402326
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB07_P00A+025E+00.png,0,0.9881024,0.011897626
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB36_P00A-020E-40.png,0,0.85702837,0.14297165
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\1\2008_001387.png,1,0.0017126423,0.9982874
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB24_P00A+035E+40.png,0,0.99949026,0.00050967804
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB34_P00A+070E+45.png,0,0.9999174,8.2629194e-05
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\1\2007_002268.png,1,0.0005597016,0.99944025
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\1\2007_003367.png,1,1.9294316e-06,0.9999981
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\1\2008_008301.png,1,2.2175657e-06,0.99999774
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\1\2008_003913.png,1,0.76971626,0.2302837
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB36_P00A+070E+45.png,0,0.99997616,2.3822155e-05
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB35_P00A-015E+20.png,0,0.9373025,0.062697485
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\1\2008_000919.png,1,0.0019947712,0.9980052
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB29_P00A+110E+15.png,0,0.99971503,0.0002849262
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB09_P00A+070E+00.png,0,0.9999443,5.5704502e-05
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB15_P00A+035E+40.png,0,0.9999913,8.674483e-06
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\1\2007_002719.png,1,0.0035796529,0.9964204
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\1\2007_004830.png,1,1.709668e-05,0.99998295
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB33_P00A+010E+00.png,0,0.9985807,0.0014192984
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB32_P00A+010E+00.png,0,0.8665647,0.1334353
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\1\2009_000400.png,1,0.9899693,0.010030682
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB39_P00A-020E-40.png,0,0.8205434,0.17945656
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB22_P00A+070E+45.png,0,0.9995701,0.00042991032
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB20_P00A+020E-10.png,0,0.961271,0.03872904
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB03_P00A+005E+10.png,0,0.98540133,0.0145986555
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB23_P00A+060E+20.png,0,0.9926514,0.0073486366
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB39_P00A+070E+45.png,0,0.99935526,0.0006447675
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\1\2008_002650.png,1,0.8285984,0.17140162
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\1\2008_007498.png,1,2.5434476e-06,0.9999975
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\1\2009_000156.png,1,1.2348073e-05,0.9999876
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB17_P00A+120E+00.png,0,0.97177976,0.028220288
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\1\2007_005469.png,1,0.019731581,0.9802684
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB01_P00A+070E+00.png,0,0.99917173,0.00082831905
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\1\2007_004768.png,1,5.9733073e-05,0.9999403
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB07_P00A-005E-10.png,0,0.99073255,0.009267395
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB37_P00A-010E-20.png,0,0.9791256,0.02087433
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\1\2008_005242.png,1,0.44070494,0.55929506
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\1\2007_003011.png,1,0.0011186998,0.9988813
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\1\2007_004483.png,1,2.36658e-05,0.9999763
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB11_P00A+000E+90.png,0,0.80724823,0.19275178
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB12_P00A+010E+00.png,0,0.99931145,0.0006886101
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB28_P00A+110E+65.png,0,0.99758303,0.0024169395
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB27_P00A-005E+10.png,0,0.7822483,0.21775167
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB06_P00A+060E+20.png,0,0.9998264,0.00017367608
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\1\2008_007497.png,1,7.893447e-06,0.99999213
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\1\2007_000250.png,1,7.897271e-05,0.99992096
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB23_P00A+070E-35.png,0,0.9936167,0.0063832435
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB38_P00A+110E+15.png,0,0.7614803,0.23851973
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB23_P00A+000E-35.png,0,0.97631514,0.023684919
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB29_P00A+060E-20.png,0,0.998422,0.0015779637
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\1\2007_007470.png,1,0.00021761122,0.9997824
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB03_P00A-005E+10.png,0,0.981859,0.018141009
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB09_P00A+000E-35.png,0,0.9932487,0.006751282
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\1\2007_003841.png,1,0.46429765,0.53570235
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\1\2008_004854.png,1,3.3601853e-05,0.9999664
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB19_P00A+000E+90.png,0,0.97196746,0.028032534
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB16_P00A+015E+20.png,0,0.99906486,0.00093510153
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\1\2009_000309.png,1,0.00024160708,0.9997584
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\1\2007_002669.png,1,0.000108201115,0.99989176
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\1\2007_006678.png,1,0.0020618106,0.9979382
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB20_P00A+095E+00.png,0,0.99298507,0.007014883
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB37_P00A+110E+40.png,0,0.9736999,0.026300015
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB07_P00A+085E+20.png,0,0.9969332,0.003066745
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB29_P00A+035E+15.png,0,0.997109,0.0028910334
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\1\2007_000804.png,1,0.8891825,0.11081748
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB24_P00A+060E+20.png,0,0.99869776,0.0013021673
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\1\2008_001070.png,1,6.05079e-05,0.99993944
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB04_P00A+035E+65.png,0,0.99882025,0.0011797604
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\1\2008_008296.png,1,3.1916912e-07,0.99999964
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\1\2007_004065.png,1,7.814025e-06,0.99999213
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB04_P00A+120E+00.png,0,0.868054,0.13194601
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\1\2009_000335.png,1,2.615807e-06,0.9999974
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB21_P00A+035E+40.png,0,0.9996762,0.00032378078
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB39_P00A+005E+10.png,0,0.9711594,0.028840601
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB26_P00A+130E+20.png,0,0.94972074,0.05027923
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB09_P00A+005E+10.png,0,0.99209964,0.007900344
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB35_P00A+110E+15.png,0,0.99615437,0.0038456316
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB09_P00A+015E+20.png,0,0.99675035,0.0032496683
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB30_P00A+020E-10.png,0,0.99698013,0.0030197848
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB34_P00A+020E-40.png,0,0.9924912,0.0075087612
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB30_P00A+085E+20.png,0,0.99986696,0.00013303445
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB07_P00A+110E-20.png,0,0.97079384,0.029206129
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\1\2008_005938.png,1,0.0008405449,0.99915946
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB16_P00A+000E-35.png,0,0.9992411,0.0007589615
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB23_P00A+020E-40.png,0,0.9734535,0.02654649
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\1\2007_009245.png,1,8.7779235e-06,0.9999912
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\1\2007_009464.png,1,5.8668525e-06,0.99999416
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\1\2007_001487.png,1,6.4952554e-05,0.99993503
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\1\2007_005857.png,1,0.31076363,0.6892364
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\1\2007_007417.png,1,0.28309083,0.71690917
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB33_P00A+110E+40.png,0,0.999236,0.0007640361
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB30_P00A+110E-20.png,0,0.9877055,0.012294432
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\1\2008_004172.png,1,0.0011665262,0.9988335
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\1\2008_005525.png,1,0.00010241601,0.9998976
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB07_P00A+085E-20.png,0,0.9778165,0.022183431
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB39_P00A+020E-40.png,0,0.98132193,0.01867803
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\1\2009_000177.png,1,0.00044940689,0.9995505
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB03_P00A+035E-20.png,0,0.9941141,0.0058859717
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB03_P00A-005E-10.png,0,0.9981219,0.0018780831
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB07_P00A+110E+65.png,0,0.9919435,0.008056541
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB03_P00A+035E+40.png,0,0.99991596,8.4042746e-05
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB24_P00A+020E-40.png,0,0.9794678,0.020532193
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB25_P00A+050E-40.png,0,0.95769966,0.04230035
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\1\2008_008629.png,1,2.5403944e-05,0.9999746
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\1\2007_003611.png,1,0.00018028772,0.9998197
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\1\2007_008945.png,1,0.0005028275,0.9994972
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB23_P00A+110E+15.png,0,0.99996066,3.931697e-05
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB05_P00A+095E+00.png,0,0.9942947,0.0057052877
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB22_P00A+110E-20.png,0,0.9781342,0.021865822
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB39_P00A-020E+10.png,0,0.9655398,0.034460165
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\1\2008_002411.png,1,1.6499987e-05,0.99998355
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\1\2009_000073.png,1,0.5433853,0.45661467
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\1\2007_005988.png,1,9.62878e-07,0.99999905
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\1\2009_000161.png,1,0.0002713641,0.9997286
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\1\2007_008722.png,1,0.0063956617,0.99360436
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\1\2007_005978.png,1,0.024418987,0.97558093
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\1\2008_005231.png,1,0.3303069,0.6696931
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB39_P00A+035E-20.png,0,0.98583513,0.014164832
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\1\2007_004841.png,1,6.71578e-05,0.9999329
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB21_P00A+050E-40.png,0,0.7350392,0.26496083
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\1\2007_001239.png,1,0.0006773905,0.99932265
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\Face_non_face\64_64_80_20\0\yaleB01_P00A+010E-20.png,0,0.9959467,0.00405332
