x:image,y:label,y'__0,y'__1,y'__2,y'__3,y'__4,y'__5,y'__6,y'__7,y'__8,y'__9
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\5\52.png,5,9.53363e-15,4.3218807e-17,9.61469e-19,1.8198952e-09,6.897108e-16,1.0,2.1024255e-11,3.5989668e-16,4.759044e-12,1.7874795e-08
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\5\53.png,5,2.0248068e-16,5.252318e-13,1.9960404e-16,2.6344173e-08,6.748636e-14,1.0,1.0367576e-12,9.735842e-15,7.44175e-09,2.0408817e-09
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\6\54.png,6,4.8912138e-15,6.4568366e-14,1.0132882e-19,4.129324e-15,6.251738e-14,2.439488e-08,1.0,2.1283866e-21,1.965979e-09,2.1769296e-16
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\0\55.png,0,1.0,1.0001756e-11,4.30883e-08,2.9755765e-17,4.947055e-16,7.779947e-12,1.0105854e-09,5.074087e-13,1.3141527e-10,4.59356e-13
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\4\56.png,4,4.2304875e-24,4.432782e-18,1.2138842e-14,4.150871e-20,1.0,5.4333962e-18,1.9958166e-19,6.258532e-16,1.17213774e-14,9.709022e-16
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\1\57.png,1,1.3291456e-09,0.9999416,7.5066805e-06,9.846855e-11,1.1510697e-09,6.2385574e-10,5.375627e-09,5.0909013e-05,6.963003e-09,2.8910083e-09
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\9\58.png,9,1.6685816e-13,1.5550384e-15,1.0277158e-11,1.8730567e-11,9.037425e-06,3.194009e-14,9.04714e-22,5.45133e-09,6.233673e-12,0.99999094
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\5\59.png,5,3.825969e-12,1.7388353e-14,3.7969602e-17,5.5226438e-11,7.61841e-14,1.0,3.9257226e-14,4.48817e-09,3.869965e-10,5.085394e-09
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\7\60.png,7,1.3569469e-07,8.903031e-10,1.33123494e-08,1.349738e-08,4.062411e-11,5.7362197e-08,1.8152672e-15,0.9999993,2.1319753e-11,4.6733774e-07
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\8\61.png,8,4.121653e-18,3.604434e-16,2.1658333e-07,2.0779617e-12,3.1434563e-18,9.857383e-12,1.7856402e-14,5.023442e-17,0.99999976,2.9617675e-12
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\9\62.png,9,1.0712864e-07,1.566289e-06,1.4320038e-07,6.985585e-07,3.526613e-09,0.00012166984,1.2331084e-08,0.0024559114,0.0061582443,0.9912616
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\3\63.png,3,4.090649e-13,1.3668451e-08,4.8406473e-05,0.9997824,5.628649e-10,1.2517057e-13,1.9122506e-15,1.146357e-07,0.00016836841,7.2353043e-07
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\7\64.png,7,3.4042103e-16,2.0167774e-09,1.1520966e-09,1.8550601e-07,2.603546e-08,3.1047346e-12,1.4146188e-20,0.99999976,2.534471e-11,4.623265e-11
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\4\65.png,4,1.1206438e-14,2.246126e-09,1.6709638e-08,5.2872534e-10,0.99999976,5.9231877e-12,5.9366575e-16,2.5483178e-07,3.1049124e-12,4.418066e-08
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\6\66.png,6,3.56351e-08,5.2350028e-14,8.8926394e-20,1.6415473e-16,1.1513921e-12,1.8535078e-09,1.0,2.7237597e-17,8.538433e-14,1.1133859e-13
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\4\67.png,4,5.80729e-13,2.764988e-11,1.00763016e-10,5.0665326e-13,0.99999976,6.8697335e-12,2.3328427e-15,1.2502854e-10,5.03922e-09,2.5003328e-07
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\3\68.png,3,3.676879e-20,6.4695555e-15,6.826822e-17,1.0,7.9623796e-19,5.068991e-16,2.962092e-22,2.4902004e-11,5.759333e-12,5.7459733e-18
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\0\69.png,0,0.9999999,7.112525e-14,6.249041e-11,6.2817694e-12,1.0770157e-11,1.2807827e-10,7.357694e-11,1.1780892e-09,9.996282e-12,1.2403365e-07
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\7\70.png,7,1.8394607e-08,2.3407898e-09,7.572364e-09,1.3962008e-06,9.118105e-09,5.886729e-10,8.638348e-17,0.9999814,5.253067e-11,1.7127759e-05
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\0\71.png,0,1.0,1.0732546e-19,9.346732e-16,3.1860176e-22,8.021573e-22,1.16218e-18,5.70252e-14,7.9244236e-16,1.4377191e-19,2.1356091e-13
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\2\72.png,2,2.4495053e-10,2.4675932e-09,1.0,3.4741824e-08,2.0316806e-13,9.825744e-18,5.0701587e-13,1.2114754e-08,1.749894e-11,1.1351138e-13
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\9\73.png,9,1.1437647e-11,1.07273565e-10,4.1751123e-09,2.878788e-11,2.5642666e-09,3.0970008e-11,1.7495431e-19,7.776328e-08,8.758856e-05,0.99991226
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\1\74.png,1,4.52979e-10,0.9999995,2.6037187e-12,4.079148e-13,1.7296111e-08,1.555821e-10,2.263552e-09,4.6980364e-07,2.2539348e-10,2.0147803e-10
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\7\75.png,7,3.514869e-18,3.6106937e-10,9.967414e-13,3.2181993e-10,1.4000754e-09,6.351633e-17,5.9306427e-22,1.0,4.6671753e-15,1.9360982e-12
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\3\76.png,3,2.1863544e-20,4.310872e-14,3.5358517e-16,1.0,2.3196444e-18,5.047643e-11,4.516953e-18,3.5745574e-16,3.4638186e-13,3.506852e-15
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\2\77.png,2,2.941385e-08,5.6542655e-07,0.99999857,1.1789469e-08,2.7003635e-10,2.6524354e-14,3.1728485e-14,8.6612744e-07,7.007006e-09,6.6415704e-09
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\9\78.png,9,2.754594e-12,4.8980375e-10,6.060428e-10,2.4393473e-11,1.4957916e-06,5.114386e-13,7.0246923e-19,6.254262e-10,1.1882282e-06,0.99999726
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\7\79.png,7,7.933658e-09,1.0614804e-05,6.786423e-08,8.569475e-07,3.21055e-06,9.35306e-12,2.8180885e-17,0.99998426,6.297204e-09,9.0464323e-07
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\7\80.png,7,1.2444697e-09,1.0708549e-07,7.776772e-09,1.1817068e-08,3.252204e-08,1.6523567e-09,4.164654e-17,0.9999908,1.888668e-12,9.012886e-06
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\6\81.png,6,1.23484e-11,9.268722e-13,6.989092e-16,4.782778e-15,2.780736e-13,1.2544625e-08,1.0,1.449218e-17,8.092643e-12,1.6289989e-13
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\2\82.png,2,5.8156896e-22,2.5234063e-11,1.0,8.3219447e-16,4.062785e-19,1.3008456e-25,1.255653e-18,2.9684883e-11,3.1010257e-15,6.305864e-23
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\7\83.png,7,4.7388765e-10,2.0792232e-08,8.322732e-10,4.295936e-09,1.166473e-10,8.17137e-13,9.091901e-19,1.0,1.724639e-14,2.9495183e-08
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\8\84.png,8,1.353403e-18,2.6326023e-13,1.6329223e-16,3.5425524e-10,4.2582647e-12,2.0884192e-09,1.9665358e-11,6.653465e-15,1.0,4.704156e-08
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\4\85.png,4,1.8915969e-21,6.9361315e-16,3.753043e-15,1.631452e-17,1.0,1.7601897e-16,9.38147e-20,8.7310764e-16,2.3037846e-14,1.5193681e-12
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\7\86.png,7,9.446848e-09,3.2055925e-06,7.2768955e-09,2.0982066e-08,1.2121476e-09,3.1903761e-12,9.750216e-17,0.99998486,4.1361004e-09,1.1869003e-05
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\3\87.png,3,1.3271216e-15,2.2361037e-08,5.4036095e-11,1.0,4.9252364e-14,2.0795514e-09,5.5139626e-14,3.4818143e-10,2.3323588e-11,8.8015405e-15
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\6\88.png,6,4.1065266e-17,2.9568628e-16,1.1984627e-19,1.10885555e-23,1.842692e-14,8.201091e-15,1.0,3.94222e-19,9.739647e-19,3.8206168e-23
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\1\89.png,1,3.1780306e-10,0.99999964,2.74371e-08,7.2484002e-12,8.969392e-09,3.575806e-11,8.031192e-09,3.1409954e-07,7.5060486e-10,2.1159944e-11
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\3\90.png,3,1.3712482e-19,2.1390047e-17,1.8700213e-15,1.0,4.0333504e-20,4.3912536e-14,1.319979e-20,1.5435153e-16,1.508907e-13,4.9286357e-15
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\6\91.png,6,3.1061267e-16,1.5872276e-18,2.0189123e-18,2.2241015e-18,2.2987247e-17,3.0232442e-12,1.0,1.4576895e-25,2.1273146e-14,5.0959156e-18
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\9\92.png,9,2.1474324e-12,1.2266646e-07,1.4282595e-09,9.550332e-10,0.0012867198,4.937044e-10,8.51372e-14,5.4007877e-08,1.248918e-05,0.9987006
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\3\93.png,3,2.4916859e-16,1.6195925e-10,2.1764916e-14,1.0,7.694435e-14,5.681957e-10,1.1420852e-20,4.8309e-12,4.0488536e-11,5.137834e-10
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\1\94.png,1,5.8669675e-10,0.9999987,3.646291e-09,4.9365445e-10,9.5881e-07,1.6142296e-11,5.835234e-08,1.0678232e-09,3.679301e-07,3.403154e-09
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\4\95.png,4,5.799264e-14,4.2823735e-12,1.4423002e-12,1.4575733e-13,1.0,2.7794354e-14,5.088212e-11,3.8745286e-14,1.2790495e-10,3.054311e-08
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\1\96.png,1,4.5010873e-07,0.9945831,1.4800097e-05,0.0013487247,0.0003489314,1.2192505e-05,1.285379e-07,0.0012633314,7.583248e-05,0.0023524025
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\7\97.png,7,1.0225153e-15,1.8578854e-08,4.5780735e-06,3.7211983e-08,1.477806e-09,5.877975e-12,3.026592e-13,0.99999535,3.2293937e-10,1.8994477e-14
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\6\98.png,6,8.978822e-10,1.6052975e-14,1.3219623e-12,3.9028004e-15,6.0848436e-12,4.67819e-08,1.0,2.0624824e-17,1.1831198e-09,6.8949196e-10
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\9\99.png,9,5.109954e-13,1.0627092e-15,1.3591864e-12,1.036775e-09,1.1107834e-09,4.4081526e-15,4.3235705e-21,1.0241945e-08,1.9461585e-11,1.0
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\6\100.png,6,1.3518708e-14,7.790028e-16,6.8287684e-19,1.5415106e-21,1.9355755e-14,1.0887765e-11,1.0,4.085612e-21,4.040094e-13,6.2049108e-21
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\0\101.png,0,1.0,1.7031138e-17,4.8775308e-14,5.341062e-19,3.451961e-20,1.3036752e-13,4.5417375e-11,4.8078067e-13,9.033287e-15,4.9835934e-12
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\5\102.png,5,1.3763322e-18,8.4943025e-17,1.4943456e-21,8.412474e-10,2.6856865e-18,1.0,1.3190334e-19,3.0697622e-17,2.2370652e-14,7.932856e-10
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\4\103.png,4,5.040017e-21,9.3794804e-17,7.220337e-12,1.3306224e-18,1.0,3.28384e-17,1.1124792e-21,4.488107e-14,5.845314e-15,8.621715e-14
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\9\104.png,9,1.3418698e-14,1.019203e-13,5.2275944e-12,3.4588556e-08,7.005763e-08,1.0415696e-05,6.4288784e-14,1.413056e-07,8.61904e-07,0.99998844
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\9\105.png,9,3.3270434e-14,1.8051384e-15,3.0581928e-12,2.5649671e-12,8.726429e-09,8.893476e-15,2.014455e-21,4.3579647e-09,5.3097127e-09,1.0
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\2\106.png,2,2.6193168e-15,1.9130503e-11,1.0,1.7868188e-11,3.2876644e-16,6.081721e-20,9.813104e-14,1.1550738e-09,2.5057878e-09,9.764434e-17
C:\Users\23060814\Desktop\NNC_130\samples\sample_dataset\mnist\validation\1\107.png,1,2.0121304e-11,1.0,2.9272684e-08,1.3906874e-18,1.1115755e-10,2.5383855e-11,4.0766714e-08,8.683356e-10,2.51997e-09,9.48205e-16
